"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"2578","Varicella","2 Doses (or disease history)","States","California","2011-12","NReq",542544,97.6,"",NA,"Census"
"2579","Varicella","2 Doses (or disease history)","States","Colorado","2011-12","84.0",70142,0.5,"",NA,"Simple Random Sample"
"2580","Varicella","2 Doses (or disease history)","States","Connecticut","2011-12","97.1",45695,100,"*",NA,"Census"
"2581","Varicella","2 Doses (or disease history)","States","Delaware","2011-12","96.9",11327,7.4,"≥",NA,"2-stage Cluster Sample"
"2582","Varicella","2 Doses (or disease history)","States","District of Columbia","2011-12",NA,6854,100,"*",NA,"Census"
"2583","Varicella","2 Doses (or disease history)","States","Florida","2011-12","92.6",225532,100,"≥. * .§ ",NA,"Census"
"2584","Varicella","2 Doses (or disease history)","States","Georgia","2011-12","96.6",143065,1.9,"",NA,"2-stage Cluster Sample"
"2585","Varicella","2 Doses (or disease history)","States","Hawaii","2011-12","NReq",19443,7.7,"",NA,"2-stage Cluster Sample"
"2586","Varicella","2 Doses (or disease history)","States","Idaho","2011-12","85.8",22762,100,"*",NA,"Census"
"2587","Varicella","2 Doses (or disease history)","States","Illinois","2011-12","NReq",163311,100,"*",NA,"Census"
"2588","Varicella","2 Doses (or disease history)","States","Indiana","2011-12","91.9",83416,67.5,"",NA,"Voluntary Response"
"2589","Varicella","2 Doses (or disease history)","States","Iowa","2011-12","91.1",40978,100,"≥. *",NA,"Census"
"2590","Varicella","2 Doses (or disease history)","States","Kansas","2011-12","85.9",38402,52.7,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"2591","Varicella","2 Doses (or disease history)","States","Kentucky","2011-12","NReq",58185,91.8,"",NA,"Census"
"2592","Varicella","2 Doses (or disease history)","States","Louisiana","2011-12","97.2",69013,100,"*",NA,"Census"
"2593","Varicella","2 Doses (or disease history)","States","Maine","2011-12","NReq",13829,97,"",NA,"Census"
"2594","Varicella","2 Doses (or disease history)","States","Maryland","2011-12","NReq",72957,67.2,"",NA,"Voluntary Response"
"2595","Varicella","2 Doses (or disease history)","States","Massachusetts","2011-12","92.7",79551,97.5,"",NA,"Census"
"2596","Varicella","2 Doses (or disease history)","States","Michigan","2011-12","93.2",124962,100,"*",NA,"Census"
"2597","Varicella","2 Doses (or disease history)","States","Minnesota","2011-12","94.9",71213,99.2,"",NA,"Census"
"2598","Varicella","2 Doses (or disease history)","States","Mississippi","2011-12","99.2",44912,100,"≥. *",NA,"Census"
"2599","Varicella","2 Doses (or disease history)","States","Missouri","2011-12","95.1",75240,4.7,"",NA,"2-stage Cluster Sample"
"2600","Varicella","2 Doses (or disease history)","States","Montana","2011-12","NReq",12128,100,"*",NA,"Census"
"2601","Varicella","2 Doses (or disease history)","States","Nebraska","2011-12","96.8",26715,96.6,"",NA,"Census"
"2602","Varicella","2 Doses (or disease history)","States","Nevada","2011-12","90.3",36557,5.2,"",NA,"2-stage Cluster Sample"
"2603","Varicella","2 Doses (or disease history)","States","New Hampshire","2011-12",NA,13022,100,"*",NA,"Census"
"2604","Varicella","2 Doses (or disease history)","States","New Jersey","2011-12","NReq",118669,96.6,"",NA,"Census"
"2605","Varicella","2 Doses (or disease history)","States","New Mexico","2011-12","94.2",29159,2,"",NA,"2-stage Cluster Sample"
"2606","Varicella","2 Doses (or disease history)","States","New York","2011-12","NReq",236016,100,"*",NA,"Census"
"2607","Varicella","2 Doses (or disease history)","States","North Carolina","2011-12","NReq",128854,95.4,"",NA,"Census"
"2608","Varicella","2 Doses (or disease history)","States","North Dakota","2011-12","88.9",8412,5.8,"¶",NA,"Convenient "
"2609","Varicella","2 Doses (or disease history)","States","Ohio","2011-12","95.4",146144,94.5,"",NA,"Convenient "
"2610","Varicella","2 Doses (or disease history)","States","Oklahoma","2011-12","NReq",52987,90.9,"¶",NA,"Census"
"2611","Varicella","2 Doses (or disease history)","States","Oregon","2011-12","NReq",45855,100,"*",NA,"Census"
"2612","Varicella","2 Doses (or disease history)","States","Pennsylvania","2011-12","85.1",148042,99,"",NA,"Census"
"2613","Varicella","2 Doses (or disease history)","States","Rhode Island","2011-12","91.3",12552,13.9,"",NA,"2-stage Cluster Sample"
"2614","Varicella","2 Doses (or disease history)","States","South Carolina","2011-12","NReq",59307,10.7,"",NA,"1-stage Cluster Sample"
"2615","Varicella","2 Doses (or disease history)","States","South Dakota","2011-12","95.5",12127,100,"*",NA,"Census"
"2616","Varicella","2 Doses (or disease history)","States","Tennessee","2011-12","97.3",83950,99.9,"≥",NA,"Census"
"2617","Varicella","2 Doses (or disease history)","States","Texas","2011-12","99.2",388178,100,"*",NA,"Census"
"2618","Varicella","2 Doses (or disease history)","States","Utah","2011-12","NReq",53800,100,"*",NA,"Census"
"2619","Varicella","2 Doses (or disease history)","States","Vermont","2011-12","90.3",6548,100,"*",NA,"Census"
"2620","Varicella","2 Doses (or disease history)","States","Virginia","2011-12","90.6",101121,4.3,"",NA,"2-stage Cluster Sample"
"2621","Varicella","2 Doses (or disease history)","States","Washington","2011-12","90.4",85134,89.1,"",NA,"Voluntary Response"
"2622","Varicella","2 Doses (or disease history)","States","West Virginia","2011-12","88.9",22449,94.9,"",NA,"Convenient "
"2623","Varicella","2 Doses (or disease history)","States","Wisconsin","2011-12","91.0",70672,2.3,"",NA,"2-stage Cluster Sample"
"2624","Varicella","2 Doses (or disease history)","States","Wyoming","2011-12",NA,NA,NA,"",NA,"Not conducted"
"2625","Varicella","2 Doses (or disease history)","States","Alabama","2012-13","NReq",72929,100,"* . ‡. **",NA,"Census"
"2626","Varicella","2 Doses (or disease history)","States","Alaska","2012-13",NA,10319,97.8,"",NA,"Census"
"2627","Varicella","2 Doses (or disease history)","States","Arizona","2012-13","NReq",90054,97.6,"",NA,"Census"
"2628","Varicella","2 Doses (or disease history)","States","Arkansas","2012-13","84.8",43212,96.3,"‡",NA,"Census"
"2629","Varicella","2 Doses (or disease history)","States","California","2012-13","NReq",535523,99,"‡",NA,"Census"
"2630","Varicella","2 Doses (or disease history)","States","Colorado","2012-13","84.6",70657,0.5,"",NA,"Simple Random Sample"
"2631","Varicella","2 Doses (or disease history)","States","Connecticut","2012-13","96.8",41604,100,"*",NA,"Census"
"2632","Varicella","2 Doses (or disease history)","States","Delaware","2012-13","95.7",11997,7.8,"≥",NA,"2-stage Cluster Sample"
"2633","Varicella","2 Doses (or disease history)","States","District of Columbia","2012-13",NA,7842,100,"*",NA,"Census"
"2634","Varicella","2 Doses (or disease history)","States","Florida","2012-13","92.1",234628,100,"≥. *. §",NA,"Census"
"2635","Varicella","2 Doses (or disease history)","States","Georgia","2012-13","95.1",142732,2.4,"≥",NA,"2-stage Cluster Sample"
"2636","Varicella","2 Doses (or disease history)","States","Hawaii","2012-13","NReq",20104,6.7,"",NA,"2-stage Cluster Sample"
"2637","Varicella","2 Doses (or disease history)","States","Idaho","2012-13","86.6",23888,100,"*",NA,"Census"
"2638","Varicella","2 Doses (or disease history)","States","Illinois","2012-13","NReq",166884,100,"*",NA,"Census"
"2639","Varicella","2 Doses (or disease history)","States","Indiana","2012-13","93.9",86983,83.4,"",NA,"Voluntary Response"
"2640","Varicella","2 Doses (or disease history)","States","Iowa","2012-13","90.5",41701,99.9,"≥",NA,"Census"
"2641","Varicella","2 Doses (or disease history)","States","Kansas","2012-13","88.4",40738,31.8,"†. ‡",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"2642","Varicella","2 Doses (or disease history)","States","Kentucky","2012-13","89.5",58466,97.2,"‡",NA,"Census"
"2643","Varicella","2 Doses (or disease history)","States","Louisiana","2012-13","96.5",68874,100,"*",NA,"Census"
"2644","Varicella","2 Doses (or disease history)","States","Maine","2012-13","NReq",14313,94.6,"‡",NA,"Census"
"2645","Varicella","2 Doses (or disease history)","States","Maryland","2012-13","NReq",75007,84.3,"‡",NA,"Voluntary Response"
"2646","Varicella","2 Doses (or disease history)","States","Massachusetts","2012-13","93.6",79661,97.6,"‡",NA,"Census"
"2647","Varicella","2 Doses (or disease history)","States","Michigan","2012-13","92.9",124662,100,"*",NA,"Census"
"2648","Varicella","2 Doses (or disease history)","States","Minnesota","2012-13","95.9",73310,100,"*. ‡ ",NA,"Census"
"2649","Varicella","2 Doses (or disease history)","States","Mississippi","2012-13","99.9",46595,100,"≥. *",NA,"Census"
"2650","Varicella","2 Doses (or disease history)","States","Missouri","2012-13","96.1",78416,5.9,"",NA,"2-stage Cluster Sample"
"2651","Varicella","2 Doses (or disease history)","States","Montana","2012-13","NReq",12516,95.8,"",NA,"Census"
"2652","Varicella","2 Doses (or disease history)","States","Nebraska","2012-13","94.7",24999,96.6,"‡",NA,"Census"
"2653","Varicella","2 Doses (or disease history)","States","Nevada","2012-13","92.2",36070,4.3,"",NA,"2-stage Cluster Sample"
"2654","Varicella","2 Doses (or disease history)","States","New Hampshire","2012-13",NA,12943,99.2,"",NA,"Census"
"2655","Varicella","2 Doses (or disease history)","States","New Jersey","2012-13","NReq",122516,96.7,"‡",NA,"Census"
"2656","Varicella","2 Doses (or disease history)","States","New Mexico","2012-13","94.0",29279,3.3,"‡ ",NA,"2-stage Cluster Sample"
"2657","Varicella","2 Doses (or disease history)","States","New York","2012-13","NReq",239484,100,"*. ‡",NA,"Census"
"2658","Varicella","2 Doses (or disease history)","States","North Carolina","2012-13","NReq",130612,97.3,"",NA,"Census"
"2659","Varicella","2 Doses (or disease history)","States","North Dakota","2012-13","88.5",9503,4.9,"",NA,"2-stage Cluster Sample"
"2660","Varicella","2 Doses (or disease history)","States","Ohio","2012-13","95.7",163687,86.9,"",NA,"Census"
"2661","Varicella","2 Doses (or disease history)","States","Oklahoma","2012-13","NReq",56943,95.5,"",NA,"Census"
"2662","Varicella","2 Doses (or disease history)","States","Oregon","2012-13","NReq",47102,100,"*. ‡",NA,"Census"
"2663","Varicella","2 Doses (or disease history)","States","Pennsylvania","2012-13","85.7",151364,97.5,"",NA,"Census"
"2664","Varicella","2 Doses (or disease history)","States","Rhode Island","2012-13","94.2",12552,75.2,"‡",NA,"Voluntary Response"
"2665","Varicella","2 Doses (or disease history)","States","South Carolina","2012-13","NReq",61799,17.9,"",NA,"1-Stage Cluster Sample"
"2666","Varicella","2 Doses (or disease history)","States","South Dakota","2012-13","96.0",12468,100,"*",NA,"Census"
"2667","Varicella","2 Doses (or disease history)","States","Tennessee","2012-13","94.5",85801,97,"≥",NA,"Census"
"2668","Varicella","2 Doses (or disease history)","States","Texas","2012-13","97.2",414688,96.6,"‡",NA,"Census"
"2669","Varicella","2 Doses (or disease history)","States","Utah","2012-13","NReq",54605,100,"*",NA,"Census"
"2670","Varicella","2 Doses (or disease history)","States","Vermont","2012-13","90.1",6792,100,"*",NA,"Census"
"2671","Varicella","2 Doses (or disease history)","States","Virginia","2012-13","91.2",104826,4.2,"",NA,"2-stage Cluster Sample"
"2672","Varicella","2 Doses (or disease history)","States","Washington","2012-13","90.3",87773,94.7,"",NA,"Census"
"2673","Varicella","2 Doses (or disease history)","States","West Virginia","2012-13","96.2",22588,86.5,"",NA,"Voluntary Response"
"2674","Varicella","2 Doses (or disease history)","States","Wisconsin","2012-13","91.1",72416,1.8,"‡",NA,"2-stage Cluster Sample"
"2675","Varicella","2 Doses (or disease history)","States","Wyoming","2012-13","97.0",8133,100,"* .¶",NA,"Census"
"2676","Varicella","1 Dose (or disease history)","National","United States","2021-22","94.6",3835130,92.2,"",NA,""
"2677","Varicella","1 Dose (or disease history)","National","U.S. Median","2021-22","94.7",3835130,92.2,"",NA,""
"2678","Varicella","2 Doses (or disease history)","National","United States","2009-10","93.9",NA,NA,"",NA,"NaN"
"2679","Varicella","2 Doses (or disease history)","National","U.S. Median","2009-10","90.3",NA,NA,"",NA,"NaN"
"2680","Varicella","2 Doses (or disease history)","National","United States","2010-11",NA,NA,NA,"",NA,"NaN"
"2681","Varicella","2 Doses (or disease history)","National","U.S. Median","2010-11",NA,NA,NA,"",NA,"NaN"
"2682","Varicella","2 Doses (or disease history)","National","United States","2011-12","93.7",NA,NA,"",NA,"NaN"
"2683","Varicella","2 Doses (or disease history)","National","U.S. Median","2011-12","92.7",NA,NA,"",NA,"NaN"
"2684","Varicella","2 Doses (or disease history)","National","United States","2012-13","93.2",NA,NA,"",NA,"NaN"
"2685","Varicella","2 Doses (or disease history)","National","U.S. Median","2012-13","93.9",NA,NA,"",NA,"NaN"
"2686","Varicella","2 Doses (or disease history)","National","United States","2013-14","92.8",NA,NA,"",NA,"NaN"
"2687","Varicella","2 Doses (or disease history)","National","U.S. Median","2013-14","93.3",NA,NA,"",NA,"NaN"
"2688","Varicella","2 Doses (or disease history)","National","United States","2014-15","93.8",NA,NA,"",NA,"NaN"
"2689","Varicella","2 Doses (or disease history)","National","U.S. Median","2014-15","93.9",NA,NA,"",NA,"NaN"
"2690","Varicella","2 Doses (or disease history)","States","Alabama","2013-14","NReq",76927,100,"*. **",NA,"Census"
"2691","Varicella","2 Doses (or disease history)","States","Alaska","2013-14","92.5",10222,9.3,"†",NA,"Stratified  2-stage cluster sample"
"2692","Varicella","2 Doses (or disease history)","States","Arizona","2013-14","NReq",89606,95.8,"",NA,"Census"
"2693","Varicella","2 Doses (or disease history)","States","Arkansas","2013-14","85.4",42649,96.3,"",NA,"Census"
"2694","Varicella","2 Doses (or disease history)","States","California","2013-14","NReq",548606,97.3,"‡",NA,"Census"
"2695","Varicella","2 Doses (or disease history)","States","Colorado","2013-14","81.7",69904,0.5,"",NA,"Random Sample"
"2696","Varicella","2 Doses (or disease history)","States","Connecticut","2013-14","96.7",40978,100,"*",NA,"Census"
"2697","Varicella","2 Doses (or disease history)","States","Delaware","2013-14","96.4",11997,12.2,"≥",NA,"Stratified  2-stage cluster sample"
"2698","Varicella","2 Doses (or disease history)","States","District of Columbia","2013-14",NA,7856,100,"*",NA,"Census"
"2699","Varicella","2 Doses (or disease history)","States","Florida","2013-14","93.2",233797,100,"≥. *. §",NA,"Census"
"2700","Varicella","2 Doses (or disease history)","States","Georgia","2013-14","94.0",143988,100,"≥. *",NA,"Census"
"2701","Varicella","2 Doses (or disease history)","States","Hawaii","2013-14","NReq",20056,5.4,"",NA,"Stratified  2-stage cluster sample"
"2702","Varicella","2 Doses (or disease history)","States","Idaho","2013-14","86.5",23934,100,"*",NA,"Census"
"2703","Varicella","2 Doses (or disease history)","States","Illinois","2013-14","NReq",163316,100,"*",NA,"Census"
"2704","Varicella","2 Doses (or disease history)","States","Indiana","2013-14","90.2",87193,70.3,"",NA,"Voluntary response"
"2705","Varicella","2 Doses (or disease history)","States","Iowa","2013-14","91.0",43728,94.6,"≥",NA,"Census"
"2706","Varicella","2 Doses (or disease history)","States","Kansas","2013-14","85.5",41107,29,"†. ‡",NA,"Stratified 1-stage sample (Public); Census (Private)"
"2707","Varicella","2 Doses (or disease history)","States","Kentucky","2013-14","91.9",57857,100,"*",NA,"Census"
"2708","Varicella","2 Doses (or disease history)","States","Louisiana","2013-14","96.1",63976,100,"*",NA,"Census"
"2709","Varicella","2 Doses (or disease history)","States","Maine","2013-14","NReq",15441,82.4,"‡",NA,"Voluntary response"
"2710","Varicella","2 Doses (or disease history)","States","Maryland","2013-14","NReq",75659,96.9,"‡",NA,"Census"
"2711","Varicella","2 Doses (or disease history)","States","Massachusetts","2013-14","93.9",79894,97.9,"‡",NA,"Census"
"2712","Varicella","2 Doses (or disease history)","States","Michigan","2013-14","93.0",120297,100,"*",NA,"Census"
